ANIO,TIPO_UNIV,NIVEL_ACADEM,OF_ACADEM,DISCIP_OCDE,DISCIP_ESPECIF,TIPO_ALUMNO,U_MED,VALOR
2019,Privado,Grado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,364
2019,Privado,Grado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,3.493
2019,Privado,Grado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,29
2019,Privado,Grado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,494
2019,Privado,Grado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,33
2019,Privado,Grado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,449
2019,Privado,Grado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,359
2019,Privado,Grado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,3.872
2019,Privado,Grado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,1
2019,Privado,Grado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,127
2019,Privado,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,1.392
2019,Privado,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,12.397
2019,Privado,Grado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,124
2019,Privado,Grado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,1.251
2019,Privado,Posgrado,Doctorado,Humanidades,Artes,EGRESADOS,Cantidad de personas,2
2019,Privado,Posgrado,Doctorado,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,2
2019,Privado,Posgrado,Doctorado,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,4
2019,Privado,Posgrado,Doctorado,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,12
2019,Privado,Posgrado,Doctorado,Humanidades,Historia,EGRESADOS,Cantidad de personas,11
2019,Privado,Posgrado,Doctorado,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,52
2019,Privado,Posgrado,Doctorado,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,2
2019,Privado,Posgrado,Doctorado,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,2
2019,Privado,Posgrado,Doctorado,Humanidades,Teologia,EGRESADOS,Cantidad de personas,8
2019,Privado,Posgrado,Doctorado,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,31
2019,Privado,Posgrado,Especialidad,Humanidades,Artes,EGRESADOS,Cantidad de personas,4
2019,Privado,Posgrado,Especialidad,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,17
2019,Privado,Posgrado,Especialidad,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,39
2019,Privado,Posgrado,Especialidad,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,203
2019,Privado,Posgrado,Especialidad,Humanidades,Historia,EGRESADOS,Cantidad de personas,1
2019,Privado,Posgrado,Especialidad,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,50
2019,Privado,Posgrado,Especialidad,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,2
2019,Privado,Posgrado,Especialidad,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,33
2019,Privado,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,44
2019,Privado,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,162
2019,Privado,Posgrado,Maestria,Humanidades,Artes,EGRESADOS,Cantidad de personas,6
2019,Privado,Posgrado,Maestria,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,54
2019,Privado,Posgrado,Maestria,Humanidades,Historia,EGRESADOS,Cantidad de personas,10
2019,Privado,Posgrado,Maestria,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,90
2019,Privado,Posgrado,Maestria,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,15
2019,Privado,Posgrado,Maestria,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,15
2019,Privado,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,24
2019,Privado,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,175
2019,Privado,Posgrado,Maestria,Humanidades,Teologia,EGRESADOS,Cantidad de personas,7
2019,Privado,Posgrado,Maestria,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,30
2019,Privado,Pregrado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,164
2019,Privado,Pregrado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,1.420
2019,Privado,Pregrado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,3
2019,Privado,Pregrado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,48
2019,Privado,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,192
2019,Privado,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,918
2019,Privado,Pregrado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,2
2019,Privado,Pregrado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,7
2019,Publica,Grado,Otros,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,14
2019,Publica,Grado,Otros,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,409
2019,Publica,Grado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,1.389
2019,Publica,Grado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,53.511
2019,Publica,Grado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,114
2019,Publica,Grado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,7.037
2019,Publica,Grado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,432
2019,Publica,Grado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,18.109
2019,Publica,Grado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,927
2019,Publica,Grado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,36.845
2019,Publica,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,574
2019,Publica,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,14.004
2019,Publica,Grado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,4
2019,Publica,Grado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,48
2019,Publica,Posgrado,Doctorado,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,13
2019,Publica,Posgrado,Doctorado,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,194
2019,Publica,Posgrado,Doctorado,Humanidades,Artes,EGRESADOS,Cantidad de personas,20
2019,Publica,Posgrado,Doctorado,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,535
2019,Publica,Posgrado,Doctorado,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,63
2019,Publica,Posgrado,Doctorado,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,757
2019,Publica,Posgrado,Doctorado,Humanidades,Historia,EGRESADOS,Cantidad de personas,37
2019,Publica,Posgrado,Doctorado,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,730
2019,Publica,Posgrado,Doctorado,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,52
2019,Publica,Posgrado,Doctorado,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,838
2019,Publica,Posgrado,Especialidad,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,0
2019,Publica,Posgrado,Especialidad,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,4
2019,Publica,Posgrado,Especialidad,Humanidades,Artes,EGRESADOS,Cantidad de personas,9
2019,Publica,Posgrado,Especialidad,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,623
2019,Publica,Posgrado,Especialidad,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,14
2019,Publica,Posgrado,Especialidad,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,186
2019,Publica,Posgrado,Especialidad,Humanidades,Historia,EGRESADOS,Cantidad de personas,10
2019,Publica,Posgrado,Especialidad,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,178
2019,Publica,Posgrado,Especialidad,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,18
2019,Publica,Posgrado,Especialidad,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,326
2019,Publica,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,6
2019,Publica,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,28
2019,Publica,Posgrado,Maestria,Humanidades,Artes,EGRESADOS,Cantidad de personas,22
2019,Publica,Posgrado,Maestria,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,728
2019,Publica,Posgrado,Maestria,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,35
2019,Publica,Posgrado,Maestria,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,435
2019,Publica,Posgrado,Maestria,Humanidades,Historia,EGRESADOS,Cantidad de personas,35
2019,Publica,Posgrado,Maestria,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,463
2019,Publica,Posgrado,Maestria,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,75
2019,Publica,Posgrado,Maestria,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,1.660
2019,Publica,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,20
2019,Publica,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,208
2019,Publica,Pregrado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,535
2019,Publica,Pregrado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,5.707
2019,Publica,Pregrado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,1
2019,Publica,Pregrado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,1
2019,Publica,Pregrado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,193
2019,Publica,Pregrado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,1.230
2019,Publica,Pregrado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,5
2019,Publica,Pregrado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,41
2019,Publica,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,86
2019,Publica,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,1.894
2020,Privado,Grado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,308
2020,Privado,Grado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,3.769
2020,Privado,Grado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,35
2020,Privado,Grado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,881
2020,Privado,Grado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,38
2020,Privado,Grado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,595
2020,Privado,Grado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,329
2020,Privado,Grado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,4.096
2020,Privado,Grado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,7
2020,Privado,Grado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,114
2020,Privado,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,1.494
2020,Privado,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,12.527
2020,Privado,Grado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,63
2020,Privado,Grado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,1.341
2020,Privado,Posgrado,Doctorado,Humanidades,Artes,EGRESADOS,Cantidad de personas,0
2020,Privado,Posgrado,Doctorado,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,22
2020,Privado,Posgrado,Doctorado,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,1
2020,Privado,Posgrado,Doctorado,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,23
2020,Privado,Posgrado,Doctorado,Humanidades,Historia,EGRESADOS,Cantidad de personas,5
2020,Privado,Posgrado,Doctorado,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,131
2020,Privado,Posgrado,Doctorado,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,1
2020,Privado,Posgrado,Doctorado,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,20
2020,Privado,Posgrado,Doctorado,Humanidades,Teologia,EGRESADOS,Cantidad de personas,0
2020,Privado,Posgrado,Doctorado,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,17
2020,Privado,Posgrado,Especialidad,Humanidades,Artes,EGRESADOS,Cantidad de personas,4
2020,Privado,Posgrado,Especialidad,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,17
2020,Privado,Posgrado,Especialidad,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,41
2020,Privado,Posgrado,Especialidad,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,136
2020,Privado,Posgrado,Especialidad,Humanidades,Historia,EGRESADOS,Cantidad de personas,3
2020,Privado,Posgrado,Especialidad,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,54
2020,Privado,Posgrado,Especialidad,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,0
2020,Privado,Posgrado,Especialidad,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,87
2020,Privado,Posgrado,Especialidad,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,7
2020,Privado,Posgrado,Especialidad,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,26
2020,Privado,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,51
2020,Privado,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,177
2020,Privado,Posgrado,Especialidad,Humanidades,Teologia,EGRESADOS,Cantidad de personas,0
2020,Privado,Posgrado,Especialidad,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,6
2020,Privado,Posgrado,Maestria,Humanidades,Artes,EGRESADOS,Cantidad de personas,3
2020,Privado,Posgrado,Maestria,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,62
2020,Privado,Posgrado,Maestria,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,11
2020,Privado,Posgrado,Maestria,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,20
2020,Privado,Posgrado,Maestria,Humanidades,Historia,EGRESADOS,Cantidad de personas,8
2020,Privado,Posgrado,Maestria,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,97
2020,Privado,Posgrado,Maestria,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,0
2020,Privado,Posgrado,Maestria,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,0
2020,Privado,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,20
2020,Privado,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,200
2020,Privado,Posgrado,Maestria,Humanidades,Teologia,EGRESADOS,Cantidad de personas,2
2020,Privado,Posgrado,Maestria,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,60
2020,Privado,Pregrado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,118
2020,Privado,Pregrado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,1.464
2020,Privado,Pregrado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,0
2020,Privado,Pregrado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,0
2020,Privado,Pregrado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,0
2020,Privado,Pregrado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,6
2020,Privado,Pregrado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,73
2020,Privado,Pregrado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,55
2020,Privado,Pregrado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,0
2020,Privado,Pregrado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,0
2020,Privado,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,649
2020,Privado,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,896
2020,Privado,Pregrado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,1
2020,Privado,Pregrado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,3
2020,Publica,Grado,Otros,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,13
2020,Publica,Grado,Otros,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,565
2020,Publica,Grado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,1.012
2020,Publica,Grado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,65.064
2020,Publica,Grado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,101
2020,Publica,Grado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,10.690
2020,Publica,Grado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,413
2020,Publica,Grado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,24.338
2020,Publica,Grado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,973
2020,Publica,Grado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,47.934
2020,Publica,Grado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,3
2020,Publica,Grado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,3
2020,Publica,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,385
2020,Publica,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,16.049
2020,Publica,Grado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,2
2020,Publica,Grado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,56
2020,Publica,Posgrado,Doctorado,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,4
2020,Publica,Posgrado,Doctorado,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,220
2020,Publica,Posgrado,Doctorado,Humanidades,Artes,EGRESADOS,Cantidad de personas,21
2020,Publica,Posgrado,Doctorado,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,465
2020,Publica,Posgrado,Doctorado,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,27
2020,Publica,Posgrado,Doctorado,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,1.049
2020,Publica,Posgrado,Doctorado,Humanidades,Historia,EGRESADOS,Cantidad de personas,38
2020,Publica,Posgrado,Doctorado,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,706
2020,Publica,Posgrado,Doctorado,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,38
2020,Publica,Posgrado,Doctorado,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,867
2020,Publica,Posgrado,Especialidad,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,0
2020,Publica,Posgrado,Especialidad,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,19
2020,Publica,Posgrado,Especialidad,Humanidades,Artes,EGRESADOS,Cantidad de personas,16
2020,Publica,Posgrado,Especialidad,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,821
2020,Publica,Posgrado,Especialidad,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,13
2020,Publica,Posgrado,Especialidad,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,204
2020,Publica,Posgrado,Especialidad,Humanidades,Historia,EGRESADOS,Cantidad de personas,15
2020,Publica,Posgrado,Especialidad,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,345
2020,Publica,Posgrado,Especialidad,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,39
2020,Publica,Posgrado,Especialidad,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,553
2020,Publica,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,15
2020,Publica,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,99
2020,Publica,Posgrado,Maestria,Humanidades,Artes,EGRESADOS,Cantidad de personas,29
2020,Publica,Posgrado,Maestria,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,934
2020,Publica,Posgrado,Maestria,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,12
2020,Publica,Posgrado,Maestria,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,741
2020,Publica,Posgrado,Maestria,Humanidades,Historia,EGRESADOS,Cantidad de personas,12
2020,Publica,Posgrado,Maestria,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,668
2020,Publica,Posgrado,Maestria,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,25
2020,Publica,Posgrado,Maestria,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,1.827
2020,Publica,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,14
2020,Publica,Posgrado,Maestria,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,585
2020,Publica,Pregrado,Otros,Humanidades,Arqueologia,EGRESADOS,Cantidad de personas,0
2020,Publica,Pregrado,Otros,Humanidades,Arqueologia,ESTUDIANTES,Cantidad de personas,86
2020,Publica,Pregrado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,237
2020,Publica,Pregrado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,9.204
2020,Publica,Pregrado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,0
2020,Publica,Pregrado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,0
2020,Publica,Pregrado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,70
2020,Publica,Pregrado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,0
2020,Publica,Pregrado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,201
2020,Publica,Pregrado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,1.602
2020,Publica,Pregrado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,1
2020,Publica,Pregrado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,96
2020,Publica,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,397
2020,Publica,Pregrado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,1.907
2021,Privado,Grado,Otros,Humanidades,Artes,EGRESADOS,Cantidad de personas,319
2021,Privado,Grado,Otros,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,3.676
2021,Privado,Grado,Otros,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,53
2021,Privado,Grado,Otros,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,675
2021,Privado,Grado,Otros,Humanidades,Historia,EGRESADOS,Cantidad de personas,30
2021,Privado,Grado,Otros,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,516
2021,Privado,Grado,Otros,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,359
2021,Privado,Grado,Otros,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,4.391
2021,Privado,Grado,Otros,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,8
2021,Privado,Grado,Otros,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,104
2021,Privado,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,1.530
2021,Privado,Grado,Otros,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,11.940
2021,Privado,Grado,Otros,Humanidades,Teologia,EGRESADOS,Cantidad de personas,97
2021,Privado,Grado,Otros,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,1.319
2021,Privado,Posgrado,Doctorado,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,2
2021,Privado,Posgrado,Doctorado,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,7
2021,Privado,Posgrado,Doctorado,Humanidades,Historia,EGRESADOS,Cantidad de personas,4
2021,Privado,Posgrado,Doctorado,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,39
2021,Privado,Posgrado,Doctorado,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,1
2021,Privado,Posgrado,Doctorado,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,1
2021,Privado,Posgrado,Doctorado,Humanidades,Teologia,EGRESADOS,Cantidad de personas,1
2021,Privado,Posgrado,Doctorado,Humanidades,Teologia,ESTUDIANTES,Cantidad de personas,21
2021,Privado,Posgrado,Especialidad,Humanidades,Artes,EGRESADOS,Cantidad de personas,4
2021,Privado,Posgrado,Especialidad,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,17
2021,Privado,Posgrado,Especialidad,Humanidades,Filosofia,EGRESADOS,Cantidad de personas,13
2021,Privado,Posgrado,Especialidad,Humanidades,Filosofia,ESTUDIANTES,Cantidad de personas,13
2021,Privado,Posgrado,Especialidad,Humanidades,Historia,EGRESADOS,Cantidad de personas,1
2021,Privado,Posgrado,Especialidad,Humanidades,Historia,ESTUDIANTES,Cantidad de personas,61
2021,Privado,Posgrado,Especialidad,Humanidades,Letras e Idiomas,EGRESADOS,Cantidad de personas,1
2021,Privado,Posgrado,Especialidad,Humanidades,Letras e Idiomas,ESTUDIANTES,Cantidad de personas,9
2021,Privado,Posgrado,Especialidad,Humanidades,Otras Ciencias Sociales,EGRESADOS,Cantidad de personas,2
2021,Privado,Posgrado,Especialidad,Humanidades,Otras Ciencias Sociales,ESTUDIANTES,Cantidad de personas,14
2021,Privado,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,EGRESADOS,Cantidad de personas,19
2021,Privado,Posgrado,Especialidad,Humanidades,Relaciones Institucionales y Humanas,ESTUDIANTES,Cantidad de personas,157
2021,Privado,Posgrado,Maestria,Humanidades,Artes,EGRESADOS,Cantidad de personas,2
2021,Privado,Posgrado,Maestria,Humanidades,Artes,ESTUDIANTES,Cantidad de personas,21
