ANIO,TIPO_UNIV,NIVEL_ACADEM,OF_ACADEM,DISCIP_OCDE,DISCIP_ESPECIF,TIPO_ALUMNO,U_MED,VALOR
2017,Privado,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,239
2017,Privado,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,1.911
2017,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4.369
2017,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,42.291
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,4
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,13
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,20
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,438
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,6
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,41
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,10
2017,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,198
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,18
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,176
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,688
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,3.519
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,168
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,974
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,155
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,989
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,3
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,26
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,12
2017,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,48
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,44
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,1.058
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,2
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,345
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,4
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,70
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,3
2017,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,67
2017,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,5
2017,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,24
2017,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,54
2017,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,184
2017,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,342
2017,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,1.758
2017,Privado,Pregrado,Otros,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,11
2017,Privado,Pregrado,Otros,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,80
2017,Publica,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,1.190
2017,Publica,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,21.962
2017,Publica,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,3.571
2017,Publica,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,77.132
2017,Publica,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,1.078
2017,Publica,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,16.149
2017,Publica,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4.590
2017,Publica,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,103.890
2017,Publica,Grado,Otros,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,164
2017,Publica,Grado,Otros,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,4.126
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,81
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,531
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,62
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,617
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,57
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,371
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,14
2017,Publica,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,154
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,69
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,848
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,2.082
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,9.044
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,340
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,2.160
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,62
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,357
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,62
2017,Publica,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,238
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,70
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,938
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,4
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,381
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,2
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,7
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,67
2017,Publica,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,1.122
2017,Publica,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,220
2017,Publica,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,2.753
2017,Publica,Pregrado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,34
2017,Publica,Pregrado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,716
2017,Publica,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,32
2017,Publica,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,147
2017,Publica,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,1.299
2017,Publica,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,14.276
2017,Publica,Pregrado,Otros,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,207
2017,Publica,Pregrado,Otros,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,806
2018,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,273
2018,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,3.294
2018,Privado,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,1.417
2018,Privado,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,16.890
2018,Privado,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,396
2018,Privado,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,1.881
2018,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4.660
2018,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,45.806
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,1
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,12
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,26
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,485
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,0
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,14
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,59
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,23
2018,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,133
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,36
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,253
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,1.118
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,3.621
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,270
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,911
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,135
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,941
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,5
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,27
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,25
2018,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,50
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,0
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,18
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,201
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,1.164
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,14
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,14
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,47
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,390
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,4
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,81
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,6
2018,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,78
2018,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,11
2018,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,19
2018,Privado,Pregrado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,0
2018,Privado,Pregrado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,4
2018,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,65
2018,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,203
2018,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,352
2018,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,1.989
2018,Privado,Pregrado,Otros,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,16
2018,Privado,Pregrado,Otros,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,68
2018,Publica,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,1.155
2018,Publica,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,23.256
2018,Publica,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,3.665
2018,Publica,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,82.549
2018,Publica,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,1.087
2018,Publica,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,16.693
2018,Publica,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4.068
2018,Publica,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,115.998
2018,Publica,Grado,Otros,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,131
2018,Publica,Grado,Otros,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,4.229
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,79
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,568
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,54
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,604
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,27
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,240
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,0
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,58
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,10
2018,Publica,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,190
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,199
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,1.268
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,2.616
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,8.801
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,336
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,2.042
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,60
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,333
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,15
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,120
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,3
2018,Publica,Posgrado,Especialidad,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,92
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,0
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,13
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,33
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,967
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,1
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,109
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,3
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,177
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,49
2018,Publica,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,1.309
2018,Publica,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,163
2018,Publica,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,2.926
2018,Publica,Pregrado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,32
2018,Publica,Pregrado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,901
2018,Publica,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,20
2018,Publica,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,159
2018,Publica,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,1.142
2018,Publica,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,13.987
2018,Publica,Pregrado,Otros,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,86
2018,Publica,Pregrado,Otros,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,1.037
2019,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,272
2019,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,3.072
2019,Privado,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,1.501
2019,Privado,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,18.656
2019,Privado,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,153
2019,Privado,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,1.772
2019,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4.020
2019,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,46.560
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,2
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,15
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,23
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,625
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,0
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,10
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,0
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,75
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,8
2019,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,154
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,44
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,235
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,770
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,3.127
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,250
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,1.071
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,171
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,984
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,6
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,36
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,19
2019,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,29
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,0
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,18
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,74
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,1.208
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,18
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,552
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,2
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,86
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,7
2019,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,129
2019,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,5
2019,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,24
2019,Privado,Pregrado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,0
2019,Privado,Pregrado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,11
2019,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,56
2019,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,152
2019,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,313
2019,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,2.424
